text,label
es f path higher unthreatened unless @number @number support fails see resistance at @number @number @stock stocks,2
monitor the @stock line price dynamic @stocktocks that closed dec @number with the @stock line in new highs be@number price @stock t@stockm @stock @stock @stock @stock a@stockh,2
@stock @stock continue higher,2
had hoped to pick up some @stock today but looks like i m a day too late nice move up this morning,2
@stock wow that wa s a fast fast fade,0
@stock going above @number should go near @number if market behaves for a few weeks,2
huston we have a @stock @stock,2
p long @number @number,2
@stock breakout but @numberrd day up so look for pullback to enter long,2
@stock ascend triangle much like @stock @stock breakouts @number exten then @number @number targets fibs subjective,2
@stock things that make you go hmmmm,2
@stock huge news from patent attorney dan avicher,2
@stock nhod check the weekly target previous lows @number,2
@stock nhod what do you see check the weekly target previous lows @number,2
@stock american international group option traders bet on @number down move by next friday,0
p out balance @number,2
@stock buys vs sells,2
@stock in @number @number since there is consolidation this level we could close @number @number if market is stable in pm @stock,2
@stock parabolic moves are a comin,2
new sony pre owned block tech patent unearthed @stock @number of @stock profits from pre owned last one out turn off the lights,0
we liked @stock we love @stock from @number entry to new up target yesterday at @number very nice,2
@user @stock @number @number wave iv would be @number points lower @number @number @stock es f hod @number @number under neckline @number @number very bearish,0
@stock consolidating the strong move from previous days between @number and @number next buy point above @number on volume holding,2
@stock @number mil shares shorts plus long buying massive @stock short squeeze just when you thought story was dead avicher kills short thesis,2
wow not good for @stock @stock @user sales for the nook were down @number over the holidays,0
@stock from watch list volume did pick up and is now @number of full day average from @number day bounce,2
the new wightwatchers ads are more fun and light and with regular people more interesting but i still dont trust them @stock no position,0
@stock holding up well next buy point when clears this upper trend line on heavy volume,2
@stock exactly what you want to see a follow thru day after breaking out to new highs on volume,2
@stock @user there s your buying,2
@stock spy no more @stock for @number now bring the geithner,0
over extended stock market unexpected news from the fed minutes down @stock a panicky es f nq f,0
spy ncle ben needed to spice up things a little @stock people were bored wake up now,0
@stock might close at the lows of the day bears will be in control again below the descending trendline watch it,0
fan seeking @numberd im adding some synthetic shorts here and will add again at @numberd,0
@stock low of day @number @number near high of day @number @number watchn for b out minimal risk,2
all of the above gme gamestop short targets spy,0
time to get out of the cloud stocks @stock @stock,0
@stock keep overniight mmy pos will bin premarket tmorrow too,2
polk expects @number @stock new vehicle egistrations to each @number @number million polk @stock @stock i think this is low,2
very bullish on market also talked trends for @stock @stock @stock @stock @stock @stock @stock p yep @stock @stock on show,2
@stock what happens next,0
@stock someone bought @number @numberk @number jan @number calls,2
man i didnt know about skippy when i made this would have thrown in a jar @stock @stockormel,2
big move in bonds today @number months high for @number y rate still going lower here zn f could get truly ugly if good @stock number in @stock spy @stock,2
market wrap video additions to watch ist including @stock @stock @stock @stock sons @stock @stock yep,2
maybe when vrng asked the judge for a @number royalty it became too risky for goog to deal with they want to settle,2
@stock over @number @number if good volume,2
@stock over @number @number,2
@stock over @number @number,2
@stock on flag break,2
@numberd systems brings next gen consumer @numberd printing to @stock @number @stock,2
@stock will top out in april when aston kutcher stars in jobs kinda like how facebook did when social network came out @stock,0
@stock w @stock turning up above its signal line @stock could post a nice rally from current levels,2
@stock @numberq @numberq operational cash flow for @numbermos @numbermillion @number decline vs @numbermos year ago,0
bbby @numberq @numberq operational cash flow @number million @number increase vs year ago q@number @number improvement q o q,2
di @numbermos operational cash flow @number million increases @number million vs @numbermos year ago @number increase,2
@stock @numberq @numberq @numbermos operational cash flow @number million vs neg @number mil @numbermos year ago,2
am @numberq operational cash flow neg @number million vs year ago @numberq of negative @numbermillion @number million improvement,2
@stock quiet carl icahn bullish @stock shorts should be paranoid on every close as they will get acquired think aapl msft amzn fb,2
i am an aapl bull but cannot break this trend line in @stock,0
@user phantom@number i ve been calling @number ever since the start of this thing @number @number should be a given @stock,2
@stock on watch list above small flag on volume of @number of ave full day so good volume,2
@stock poised to clear this next resistance buy add area watch action volume closely here,2
@stock on watch list slightly over line and @number day @stock light volume of @number ave full day,2
took some profits off @stock will add if breaks @number on volume,2
@stock what i m looking at small risk position calls only scalp maybe a swing @stock watch,2
@stock if the holders would just hold out or raise their ask here this could really pop going to climb slowly regardless,2
@stock @stock @stock energyswag,2
@stock moving down with volume couldnt cope with the descending trend line trend is still down perhaps @number is not impossible after all,0
@stock @numberema continue to work as @stock is making lower highs in the maco sense,0
went short spy yesterday should have picked @stock instead still think market needs to move down a bit then resume move to the upside,0
@stock people be realistic market undecided what to do with apple earnings will lift that cloud if @stock we might @stock see a reversal,0
will watch the close carefully then decide whether to @stock or shot @stock below @number shot,0
@stock keep an eye on this triangle big short int @number reports feb @number cup handle at @stock ong,2
sold a little goog first time in a while,2
nice cup with handle breakout on @stock,2
@stock new highs,2
spy giving @stock the finger we don t care about you anymore lol,0
the smith corona doing ok @stock,2
@stock ong @number @number trailing stop @number @number from @number stops of @number @number @number @number @number @number @number @number @number @number @number @number @number @number,2
@stock alert update a last minute push tried to shake out puts we re hanging on for now,0
@stock volume higher today than monday keep that in mind,2
@stock @stock ong @number @number trailing stop @number @number from @number prior stops of @number @number @number @number and @number @number,2
the key is not to panic here @stock is in the domain of twitchy day traders on robots now but long term should hold up on fundamentals,2
@stock @number hour love to see the vol explode,2
@stock take a hard look at @stock @stock settlement over patents @stock making @stock play nice with @stock makes sense,2
some worried i had gone @stock with my @number @number up call for @stock now at door step of nearly @number move,2
@stock its crazy that anyone listens and trades off this tool,2
@stock is getting fueled by @stock s reversal,2
@user why make a @stock offer now when he can shave @number more off offer price bid went from @number @number to just @number in a matter of months,0
@stock to answer your question entry add was the red candle at @number @numberam today ove flags,2
@stock @number lot bid in the feb @number call at @number @number might push the stock up or create support @number delta option,2
@stock was on our short candidate list @number @number and we missed it got started short today,0
@stock breaking out,2
short @stock under the @number sma stop just over the high of the day first target @number @number second target @number @number gap fill,0
@stock introduces streamboost average home connects up to seven devices to the internet,2
@stock love to see momo this next week like previous histogram bars noted,0
@stock unusual option activity trader buys @numberk of the jan @number put short term bear play,0
@stock option trader buys @number @number of the feb @numberc against @stock of @number bet is on stock above @number by feb @numberth,2
@stock ooks bullish but it must stay above @number @number on a closing basis monthly @stock say no,0
@stock from watch list over line on volume of @number of ave full day,2
@stock failed breakout,0
zn f ticking up i d be a seller of @stock here if i weren t already,0
@stock wow nice accumulation today heavy,2
@stock fat juicy short back to lower levels as it closes gap @number @number,0
@stock nice bounce from its @numbersma ooks ready to test the recent highs,2
@stock ooking for @number s headed higher,2
@stock ooking for @number s headed higher with lower rates,2
@stock @stock @stock hod they are hungry for stocks out there spy,2
@stock weekly bullish engulfing,2
@stock looks good heading into next week,2
@stock all i know is ipad minis are out of stock everywhere been going to @number different stores and none of them have em in stock,2
as goog explodes and aapl implodes @stock @number to @number of @user vid from a few years ago have mark nailing the subject,2
@stock krispy kreme doughnuts inc at @stock xchange conference ive @number @number @number at @number @number a m @stock,2
picked up @stock on pullback due to downgrade held support to close week first @stock @number @number,2
@user i ve been picking this one for a while but i m calling @stock as the next food company to make a @stock like run in twenty@number,2
@stock still shows red and dead on a enko view @stock box size @number @number,0
@stock enko view of @stock @stock box size @number showing potential to break to @number,2
@stock enko view showing red and dead need @number or more for a long less than @number for a short,0
@stock enko view @stock box size @number @stock bullish above @number coal stocks confirming move on rails,2
@stock and on enko w a @stock box size of @number it looks like a failed breakout,0
@user at @number for @stock but very bullish on fins as rates are low the fed put,2
@user @stock i use lagging indicators on lagging stocks,0
@stock i like it with a close above @number @number,2
@stock b o above bull flag on heavy vol etest of support today on light vol @number short float,2
@stock gap close continues base @stock rising nice pickup w stop below major support @number @number @stock,2
financials continue ripping easy money @stock approaching @number @stock,2
@stock follow throughs @number @stock crossing above @number @stock trading above all @stock s great setup,2
@user @stock yeah they made the easy profits by slashing jobs now they have to close win win sales,0
new buys today from watch list all did well @stock @number sons yep @stock @stock @stock and @stock total triggers this week @number a big week,2
@stock @stock earththis is the kind of stuff that makes us perk up so sorry but go on bullish five waves to @number,2
can you say no brainier ong @stock stock @number @number feb collar for protection,2
anyone can say how much svu would go even if the deal goes through @number @number not sure if much upside left,2
@stock the bounce continues and the stock has now cleared its @numbersma and the @number level ong,2
@stock momentum picking up w @stock climbing @stock rising @stock indicator made a new higher high this week,2
@stock @stock is moving upwards which means that big money is moving into the stock slowly ong,2
aapl daily see notes,2
@stock daily see notes,2
@stock daily see notes,2
@stock long @number @number strong above all @stock s resting basing room to upper bolly to absorb @number @number day atr,2
@stock fibs friends,2
@stock judge dismisses massachusetts state automobile dealers association awsuit,2
@stock up trending doesn t appear to slow down as of yet it s prudent to take some profit at time,2
@stock looks like it fired a sell signal friday may trade this short on tick below friday low have to do more work on utilities later,0
coh also got rejected by cloud but still in slight uptrend for past few buy when it enters cloud,2
yum looks good here out of cloud with stops of either @number sma or cloud under it target of @number sma,2
@stock @stock @stock @stock @stock @stock @stock @stock @stock soda some ideas for next week favorite setup is @stock,2
@stock no position would like to see a breakout over @number @number prefer more consolidation though,2
time for a contraction in @stock down to test @number this week by weds long jan@numberth @number @number put spread,0
@stock bounce coming,2
@stock en fuego,2
@stock over sold in oscillating ange indicators suggest buy price holds above prev close increase in volume,2
@stock few i m not holding but will check out @user bullish m@stockcd cross @stock @stock @stock @stock @stock @stock @stock @stock @stock,2
@stock beautiful trend @number @number should bring out the dip buyers,2
ko has trouble staying above @number day sma past few weeks could short here or higher stops above @number,0
mako a red day monday breaks support and could test old lows of @number @number @number,0
after hour most advanced @stock mako @stockod @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock,2
@stock with simple fibonacci projections on close over @number @number @number at @number and @number @number at @number,2
why i am buying @stock on monday,2
@user @stock over @number has a measured move to @number,2
@user the @stock pipeline and the partnerships with the ni s and @stock that pretty much sums it up,2
@stock the data company not the retailer @stock new post by me,2
trading environment favors long side don t over stay welcome too few quality leaders @stock @stock @stock @stock @stock @stock,0
@stock what an amazing run it has been since @number i don t think it s over,2
@stock tale of two stocks @stock@stockp @stock spy @stock,2
@stock @stockord s powerful bullish pattern dictates price direction,2
@stock descending triangle ower highs didn t participate well in the rally it s overbought,0
@stock over @number @number,2
@stock over @number @number,2
@stock you know we prefer @number @number day pullback to reverse so maybe mon or tuesday on flag break or at sup,2
just kidding more legible version currently long @stock tweeted on friday,2
@stockord will perform well due to hurricane sandy s destruction @stock palladium will do well pa banks are a buy picks are @stock @stock @stock @stock,2
@stock is a buy on pullback to @number or on bigger pullback to @number,2
@stock keep it on you watch list,2
i wish @stock would die already like all the newspapers told me @stock ftw,2
i think @stock is heading back down to check in on @number support again,0
@stock but but but yap yap yap,2
@stock pattern looking more interesting can it successfully break into the gap this time around,2
@stock at all time highs pre market aapl still plunging should be an interesting trading day,2
see risk to es f @number @number @number @number as bearish momentum divergences resolve @stock spy stocks,0
@user @stock strong price vol expansion friday possibly looking for higher prices another biotech with @number levels,2
@stock momentum building to the upside on watch,2
@stock from watch list also fast move today volume of @number ave full day as usually tiny volume,2
@stock like this long @number short,2
green weekly triangle on @stock pdating,0
@stock @number min pullback to breakout watching @number @number position,2
@stock to @number @number,2
@stock almost hit my stop loss glad to see it heading back up,2
@stock closed my short for some nice gains,0
@stock beautiful uptrend since june @number never once broke higher high higher low trend,2
the most awesome @stock trendline ever since @number,0
@stock ong @number @number trailing stop @number @number from @number prior stops of @number @number @number @number @number @number @number @number @number @number @number @number and @number @number,2
@stock was largest watch list gainer new buy on friday and biggest mover today so protect gains,2
green weekly triangle on @stock pdating,0
ak corrected me @stock largest watch list gainer today though it gapped up big on open,2
@stock positive close above @number today is bullish i ll be looking for possible @stock set up,2
@stock possible @stock today if you want to play the @stock biotech conference,2
@stock ong @number @number trailing stop @number @number from @number prior stops of @number @number @number @number @number @number @number @number @number @number @number @number @number @number,2
i showed this @stock on friday with the upside orange dot traget at @number hit that this morn now red dot,0
to triggered above @number first target @number @number @number,2
@stock breaking above key downward channel level ikely to move much higher from here,2
must follow the young man @user @stock the data company not the retailer @stock new post by me,2
@stock short back on,0
@stock downgrade on sept @numberth @number @number after q@number looking good next filing q@number end of feb,0
@stock option trader sells @numberk of the @number @number @number @number call spreads in march big bet that stock will be below @number @number by march expiry,0
@stock option traders bet on bad earnings selling @number @number jan @numberc and buying @number @number jan @numberp could be hedge on stock both trades against low @stock,0
@stock q@number operational cash flow negative @numbermillion @numbermillion decline vs q@number @number,0
@stock @number mos @number operational cash flow negative @number million @number million decline vs @numbermos @number,0
ed weekly triangle on @stock pdating,2
@stock avrg @number @number,2
first trade coming back from vacation hot short at @number @number stop at @number @number,0
green weekly triangle on @stock pdating,0
@stock breaking out to new @numberwk highs from a decent base,2
@number horsemen of high beta momo chase @stock @stock @stock being slammed a bit here advanced tell that the new year party is over for the mrkt,0
@stock looks like a solid set up,2
names to buy on pullbacks @stock @stock @stock @stock,2
@stock for a flush down,0
amazon breaks @number @number adjusting for the splits via @user @stock,2
financials @stock have been driving this mkt higher today they are weak ish except for @stock for @numberst time in while little red flag @number,0
on our ive broadcast we got this long signal on @stock and covered discount buy in needs push,2
@stock @stock is a go big boys grabbing some stocks higher prices to come,2
@stock at highs not seen since september,2
@user won gold in our @number stock contest w @stock won silver in @number w @stock will his @stock call win in @number,2
@stock @stock your pick for higher prices this week both breaking out with considerable volume,2
eceryone wants a piece of @stock gorwth and magic stakes are so high innovation so fast and marketing stakes high,2
@user scheplick it s easy to short @stock buy an ipad mini a tax prep book at borders and some ackspace time,0
might open a position on @stock today cup and handle can make this one fly to @number @number @number quickly,2
@stock @stock positive nice reversal in @stock,2
@stock trying to make a move too getting interesting,2
@stock a strong follow thru day after breaking out to new highs last friday confirmation is solid,2
@stock new highs looking for higher prices from here,2
@stock a strong breakout to new highs today on @numberx the daily avg volume ooks good for more upside,2
@stock cheap financial stock that is trying to b o would like to see a pullback consolidation first,2
@stock shorts should be paranoid on every close as a buyout will come @number night from aapl msft goog amzn etc dominate webtv long nflx,2
as in the last @number sessions last hour buyers are back more money need to be put to work money flows spy @stock es f,2
@user the stock isn t telling us anything new but the trend is saying a lot this @stock is @stock s most anticipated in years,2
all of the above rax setting up again spy,2
@stock long entry,2
green weekly triangle on @stock sell short at @number @number,0
green weekly monthly triangle on @stock pdating to monthly,0
@user are you saying @stock will up another @number how,0
green weekly monthly triangle on @stock pdating,0
@number @number @stock @stock great level for a close on @stock,2
@stock short term outlook @number possible scenarios @number of them are bullish,2
barclays upside case for @stock is a year end price target of @number based on @numberx cy @number revenues and @number upside to estimates quite achievable,2
@stock conservative swing once again bouncing nicely off support w volume @stock aggressive swing however strong probability,2
@user @stock it s time for this bird to fly south,0
@stock technicals are positive for a continued climb @stock @stock and @stock all look good to me,2
@stock b out @number @number like the base action under spot declining vol ripe for pop,2
hao b out @number @number price was rejected at @number @number today also high on @number @number,2
@stock b out @number @number nice base under the spot,2
yum down premarket through the cloud but has support at about @number @number,0
multi day downswing in es f favored see demand zone at @number @number @number @number @stock spy stocks,0
@stock not making sales here we will be buyers of weakness looks like game on for a while,2
fin @numbermos operational cash flow declines @numbermillion vs prior yr first @numbermos @number decline,0
@stock q@number operational cash flow turns negative,0
@stock @numberst negative operational cash flow quarter since quarter novemebr @number,0
@stock @number q@number operational cash flow negative @number @number million decline of @number million vs q@number @number @number decline,0
my @number @number bid not hit in aapl so i am expecting at least a move to @number today,2
@stock @number q@number operational cash flow @number @number billion a @number million increase vs @number q@number @number increase,2
fio nothing but air under stock until @number @number @number @number,0
@stock daily fade in motion again people that want to be out are still at work,0
i shorted @stock here with a @number @number stop,0
@stock got long,2
catch up @user hot inks is totally off the hook this morning so many great reads @stock maco,2
@stock year end operational cash flow declined @number million vs @number an @number @number decline,0
watch @stock @stock @stock od closely,0
unit cost at @number @number this see a bounce @stock,2
with little whips on pops and drops don t go all in on one purchase avg in through out the day limit exposure and of portfolio @stock,2
@stock get short someone big must be exiting imo sitting on some @number puts from this am,0
@stock added,2
if you d like to gag on the new american socialism enjoy this video courtesy @stock,0
@stock added,2
@stock added,2
@user mr florida hope all is well you ve trade @stock in the past so im asking you do you like it here ooking to fill gap,2
@stock why won t you die already ampert doesn t know @number sh ts about running a retail he bought sears for the property,0
@stock ong @number @number trailing stop @number @number from @number prior stops of @number @number @number @number @number @number @number @number @number @number and @number @number,2
@stock short @number @number trailing stop @number @number down from @number prior stops of @number @number @number @number @number @number @number @number @number @number,0
@stock short back on,0
nice base building here @number @number @number @number on @stock should test hod s in the afternoon setting up nicely for follow thru tomorrow tradeoftheweek,2
up to @number million shares on @stock almost @numberx avg daily vol i don t think this is a one day story gap up to @number @number plenty of rm to run imho,2
@stock eddie ampert is a @number trick pony,0
et the angry anecdotal comments begin why i still think blackberry @stock are doomed @stockm @stock @stock @stock @stock @stock,0
@user i think @stock putting in a long term bottom of course i could be wrong but that is what it looks like,2
i had a price alert go off for @stock while off the desk,0
@stock to be delisted soon typicall pump and dump same story over the last few months be careful one day trades over a mil next day ur stuck,0
@stock option trader buys @numberk of the feb @numberp for @number @number @stock @number @number million bet stock will be below @number by feb exp could be hedge too @stock is @number,0
@stock @stock stops honored so be it now must not become bearshitter,0
@stock keeps consolidating near all time highs,2
@stock the sentiment on this stock can change in a blink of an eye not for the faint of heart still long term bullish,2
@stock bottom at @number @number strong esistance nder these level short breakout chance,0
@stock wins the awsuit then announces dividend reinstatement,2
@stock is a buyout coming sure seems strong of late,2
biggest mistake i made all day was not sticking to my gut on reversal in @stock @number not sticking to my watchlist @stock @stock ana @stock,2
@stock looks an easy short,0
my instincts are spot on in @number and still think @stock will hit @number @number this wk but still want to stick to my morning watchlist not chase,2
@stock looks good for higher prices,2
@stock holding up well,2
ana with the conference tomorrow i guess we will hit @number @number after all,2
@stock hearing @stock out cautious following comscore data following weak december overall @numberq traffic again turns negative @user,0
se pullback @number initiate quick trades not invest long keep stops tight sell up @stock @stock @stock @stock @stock @stock,2
piper jaffray making negative comments on @stock and @stock ed box comscore q@number data weak for edbox netflix,0
maybe a good time to buy @stock the @number level appears to be holding as a key support level,2
@stock option trader buys @number @number of the jan @number @number call spread against low @stock indicating entering a position for @number bet on data bef jan @number,2
@stock there goes the kids college fund,2
@stock option trader takes profits in feb@numberp selling @numberk against @numberk @stock and rolling position to feb @numberp buying @numberk at @number @number,0
green monthly triangle on @stock net profit @number @number @number @number @number,2
so far so good regarding our @stock earnings strategy far too soon to call it a win though,2
@stock this is why i went all in,2
does @stock hold the key for the @stock when @stock is up on earnings @stock up @number @number a mo later,2
my call for the week @stock @stock @stock @stock,2
@stock i don t like the spin on operational cash flow,0
@stock q@number @number operational cash flow @number million a @numbermillion decline vs @number q@number @number decline,0
ed weekly triangle on @stock net profit @number @number @number @number @number,0
@stock @stock @stock @stock coiling for breakouts to new highs set buy stops slightly above the most recent highs,2
@user jemberlin that is my number too will be a good swing but personally i hate @stock,0
spy @stock @stock green hedges stars model next stop @number @number @stock @number @number if lower,0
@stock looks like ban on large capacity magazines and more hurdles to purchase are on the table for the politicians was on the evening news,2
aa q@number operational @stock declined @numberm vs q@number @number @number @stock p spin says it was higher than q@number @number note q@number @number was @numberm less than q@number @number,0
@stock closed @number sma barely for @numberrd time since oct eps out of the way watch for volume @number,2
@user @stock and the crazy hao is in green weekly triangle are you in short or long,0
@stock had a huge @number seller today check out the daily hold over @number @number loooks good for a swing,2
@stock over @number @number on good volume,2
@stock broke out to all time highs accompained by a strong volume suggesting higher levels,2
@stock looks poised for bounce from bottom @stock starting to turn up @stock is crossing up its signal,2
still trading within an uptrend channel short term uptrend still intact i m still bullish on @stock,2
@stock vivus @stock eportedly says acquisition is inevitable talking to deal eporter at the @stock p morgan,2
@user @stock what is a runner,2
@stock is now one of my longest growth stock holdings ever @number months and counting,2
fio bouncing some this morning @number short interest still nothing but air till @number @numbers,0
tol doji yesterday could mean another lower high wait for close into cloud before going short,0
@stock setting up very nicely above @number @number in the very strong building and construction product group along with @stock,2
t@stockb i like this one down for no real reason new contracts picking up slack @number is about small cell tech software @stocks @stock service,2
@stock buy signal just triggered for us,2
@stock on the radar for a move above @number @number @number,2
@stock @stock pivot range @number @number to @number @number,2
@stock option traders buy @numberk aug @numberp at @number @numberk bet stock will be below @number by aug expiration could be a stock hedge,0
@stock new highs still holding needs volume here,2
@stock perfect day for a reversal candle on the dailies,0
@stock actually triggerd yesterday but closed back at line today itstrying again vol @number,2
added @stock,2
@stock added small @number prefer the @number @number level to lay short out,0
@stock from watch list broke out of flag today now also at top line on volume of @number of full day ave,2
@stock @numberm descending triangle @number avg volume,0
@user @stock broke out from the bear flag to the upside ots of shorts who do not understand momentum being caught @stock,2
@stock still moving,2
@stock maybe too few shares outstanding to short but @number million in operational cash flow ttm and trading at @number @number bil mkt cap,0
@stock operational cash flow declined @number ttm vs ttm,0
covering @number @number @stock short @number @number looking lower but got to book some,0
@stock option trader buys @number @number put spreads in april @number and @number strikes could be big bet on down move or stock hedge,0
@stock @number hour nice bounce ichard,2
@stock nice inverse head and shoulders as well as a nice pullback to support from the previous box breakout,2
@user i hate to be under @number as average i end screw up no good for me @stock,0
da nice run from entry moving stop up to breakeven,2
ed weekly triangle on @stock net profit @number @number @number @number gly waiting more than @number months,0
@stock clearwire corp arge trades in puts show bearish interest despite @stock bid,0
@stock strong push off support w volume,2
from watch list hao slipped over line when i was not watching volume is @number of full day ave,2
the most bearish thing i have seen in a week not good for the overall market at all @stock spy es f,0
@user in a bullish you sell always no buy in a bearish market you buy no sell @stock,0
@stock from watch list added tuesday has now run over the @number day @stock vol increased to @number,2
ana getting the breakout yest and holding up today presenting at @stock conf today at @number @numberest,2
trade idea buy @stock @number @number target @number @number cut below @number @number,2
@stock decision coming there soon expecting a break up looking at @stock @stock @stock,2
just a small dose of reality on @stock,0
@stock option trader closes out feb @numberc selling @numberk against @numberk @stock opens position in feb @numberc selling @numberk on hard bid vs @stock of @number @number,0
six years ago apple introduced the iphone to the world do you remember where you were aapl sixyearsold,2
@stock went long on @stock at @number @number ooks like it is ready to make a move to @number w breakout of consolidation,2
@stock basing,2
short @stock,0
@stock thanks @stock upgraded,2
dec @number @stock @stock @stock initiated @stock with a buy @number wonder if they still have it a buy up @number in @number days,0
@user @stock @stock @stock @number crash is near,0
@stock pulling back as suspected uckily sold near @number @number res tweeted watching @number @number to get bck in,2
@user the day of the @stock @stock i tripled my position at @number @stock priced at @number never touched it since probably my best stock move ever,2
@stock p @stock is bullish again,2
@stock if support broken then i won t hesitate to sell as lots of downside for now favors longs,2
@user eaders @stock @stock on which side is the question even @stock is broken since few week medium outlook does not look bright,0
green weekly triangle on @stock scaling at @number @number,0
intel a tobacco stock interesting read and analogy up to intel i guess but the dividend is tasty intc,2
green weekly triangle on @stock scaling at @number @number,0
@stock ong @number @number trailing stop @number @number from @number prior stops of @number @number @number @number @number @number @number @number and @number @number,2
@stock inside day held @number sma rsi holding above @number looks like counter trend move,2
despite weakness in @stock spy didn t fill @numberday s gap reversed a mere @number @number away every stock out there outperforming @stock these days,2
@stock over @number @number,2
my over @number @number or @number @number,2
